,Id,JobTitle,BasePay,OvertimePay,OtherPay,Benefits,TotalPay,TotalPayBenefits,Year,Notes,Agency,Status,gender
114839,114840,electronic maintenance tech,104451,39660.8,1030,36921.42,145141.8,182063.22,2014,,San Francisco,FT,male
123250,123251,biologist,88715.51,0,4129.61,33255.66,92845.12,126100.78,2014,,San Francisco,FT,male
114281,114282,"sergeant, (police department)",130260.07,4013.9,11554.05,41687.89,145828.02,187515.91,2014,,San Francisco,FT,male
137598,137599,public service trainee,38184.8,0,0,23697.35,38184.8,61882.15,2014,,San Francisco,FT,male
130545,130546,is programmer analyst,67898.01,0,0,29388.95,67898.01,97286.96,2014,,San Francisco,FT,male
136098,136099,gardener,49811.58,341.83,0,25300.86,50153.41,75454.27,2014,,San Francisco,FT,male
129870,129871,transit fare inspector,58465.61,5795.3,5658.04,30137.57,69918.95,100056.52,2014,,San Francisco,FT,male
118487,118488,building inspector,109163.05,0,5458.19,38345.51,114621.24,152966.75,2014,,San Francisco,FT,male
111341,111342,inspector 3,137982.04,40710,17881.22,44549.76,196573.26,241123.02,2014,,San Francisco,FT,male
112695,112696,manager v,153619.03,0,0,55948.94,153619.03,209567.97,2014,,San Francisco,FT,male
114657,114658,engineer,131071.04,0,10771.01,41858.98,141842.05,183701.03,2014,,San Francisco,FT,male
112703,112704,manager v,153619,0,0,55948.92,153619,209567.92,2014,,San Francisco,FT,male
110815,110816,manager viii,202039.36,0,0,66291.2,202039.36,268330.56,2014,,San Francisco,FT,male
111406,111407,"lieutenant, fire suppression",130961.01,40938.76,18725.5,48175.62,190625.27,238800.89,2014,,San Francisco,FT,male
122601,122602,is business analyst,93775.03,0,1172.41,34357.34,94947.44,129304.78,2014,,San Francisco,FT,male
114249,114250,transit supervisor,89289.61,63822.73,1120.03,33661.39,154232.37,187893.76,2014,,San Francisco,FT,male
116590,116591,communications systems tech,107250.5,18896.6,2502.08,38874.92,128649.18,167524.1,2014,,San Francisco,FT,male
113449,113450,eng/arch/landscape arch sr,151730.02,0,0,46271.62,151730.02,198001.64,2014,,San Francisco,FT,male
132017,132018,gardener,63978,0,20,27849.82,63998,91847.82,2014,,San Francisco,FT,male
113920,113921,is engineer-principal,138536.05,0,10079.72,43453.46,148615.77,192069.23,2014,,San Francisco,FT,male
126119,126120,transit operator,61781.1,17698.54,1258.82,32319.79,80738.46,113058.25,2014,,San Francisco,FT,male
114835,114836,senior const inspector,108337,36756.19,0,37003.08,145093.19,182096.27,2014,,San Francisco,FT,male
134988,134989,custodian,47602.8,2137.42,4267.52,27520.64,54007.74,81528.38,2014,,San Francisco,FT,male
126636,126637,sr fare collections receiver,71178,9638.31,624,29560.1,81440.31,111000.41,2014,,San Francisco,FT,male
138758,138759,public svc aide-public works,26799.03,0,736.5,20504.64,27535.53,48040.17,2014,,San Francisco,FT,female
128274,128275,employment & training spec 3,75565.99,0,0,30062.17,75565.99,105628.16,2014,,San Francisco,FT,
115755,115756,police officer 3,118898.15,8713.44,7066.23,39342.42,134677.82,174020.24,2014,,San Francisco,FT,female
114954,114955,diagnostic imaging tech i,107361.45,8646.79,28069.26,37084.78,144077.5,181162.28,2014,,San Francisco,FT,
113913,113914,manager iii,138083.56,0,1116.27,52944.29,139199.83,192144.12,2014,,San Francisco,FT,male
114211,114212,police officer 2,116023.5,32421.46,1761.83,38175.5,150206.79,188382.29,2014,,San Francisco,FT,male
133478,133479,lighting fixture maint worker,52763.92,9458.7,0,24879.24,62222.62,87101.86,2014,,San Francisco,FT,
127875,127876,hsa sr eligibility worker,74587.09,295.03,1524,30494.36,76406.12,106900.48,2014,,San Francisco,FT,
114379,114380,police officer,111948.31,32068.57,4981.23,37370.11,148998.11,186368.22,2014,,San Francisco,FT,
124085,124086,transit car cleaner,60758.47,23212.24,8896.11,29082.58,92866.82,121949.4,2014,,San Francisco,FT,male
123583,123584,psychiatric social worker,90185.01,0,624,33709.29,90809.01,124518.3,2014,,San Francisco,FT,male
110934,110935,captain 3,188436.01,0,16890.23,54884.21,205326.24,260210.45,2014,,San Francisco,FT,male
125890,125891,transit supervisor,73642.11,1978.42,6766.17,31682.62,82386.7,114069.32,2014,,San Francisco,FT,male
111364,111365,chief deputy sheriff,161854.52,9441.41,18753.9,50388.52,190049.83,240438.35,2014,,San Francisco,FT,male
125927,125928,pr payroll & personnel clerk,81484.83,698.5,0,31674.14,82183.33,113857.47,2014,,San Francisco,FT,male
113503,113504,"insp, fire dept",134472,11101.69,8068.32,43702.56,153642.01,197344.57,2014,,San Francisco,FT,male
127817,127818,senior parking control officer,65806.41,11241.92,1469.85,28541.02,78518.18,107059.2,2014,,San Francisco,FT,male
130891,130892,x-ray laboratory aide,65698.99,856.25,883.99,28359.99,67439.23,95799.22,2014,,San Francisco,FT,male
111970,111971,firefighter,112703.73,50227.68,18349.71,43401.83,181281.12,224682.95,2014,,San Francisco,FT,male
131586,131587,parking control officer,59555.2,0,5683.88,28092.83,65239.08,93331.91,2014,,San Francisco,FT,male
124850,124851,transit operator,64972.78,17879.67,1409.33,34022.56,84261.78,118284.34,2014,,San Francisco,FT,male
136065,136066,library page,48662.81,0,638.91,26332.76,49301.72,75634.48,2014,,San Francisco,FT,male
126275,126276,transit operator,66416.42,5053.52,5079.18,35835.93,76549.12,112385.05,2014,,San Francisco,FT,male
122302,122303,museum sec supv,66739.76,29056.22,5404.68,29377.05,101200.66,130577.71,2014,,San Francisco,FT,male
126263,126264,patient care assistant,67541.92,8650.16,6358.77,29876.07,82550.85,112426.92,2014,,San Francisco,FT,male
132261,132262,assistant storekeeper,52227,10168.88,1089.08,27347.93,63484.96,90832.89,2014,,San Francisco,FT,male
126033,126034,"station agent, muni railway",79320.06,2575.68,364.04,31150.12,82259.78,113409.9,2014,,San Francisco,FT,male
113204,113205,eng/arch/landscape arch sr,148396.23,0,5752.47,46808.09,154148.7,200956.79,2014,,San Francisco,FT,male
113329,113330,sprv electronic main tech,120910.01,28260.12,10290,39837.92,159460.13,199298.05,2014,,San Francisco,FT,male
114684,114685,electronic maintenance tech,105252.2,35823.68,5871.68,36638.18,146947.56,183585.74,2014,,San Francisco,FT,male
120141,120142,diagnostic imaging tech i,91643.24,5600.32,8275.85,36710.8,105519.41,142230.21,2014,,San Francisco,FT,male
121778,121779,automotive mechanic,76630.78,17437.72,7396.96,31962.59,101465.46,133428.05,2014,,San Francisco,FT,male
119937,119938,police officer,88842.11,17066.37,3184.1,34528.63,109092.58,143621.21,2014,,San Francisco,FT,male
121660,121661,water service inspector,98485,0,0,35386.42,98485,133871.42,2014,,San Francisco,FT,male
112920,112921,police officer 2,116584,45892.82,5037.7,38350.37,167514.52,205864.89,2014,,San Francisco,FT,male
113964,113965,police officer 3,118898.13,25907.16,7883.02,38839.63,152688.31,191527.94,2014,,San Francisco,FT,male
117601,117602,stationary engineer,78607.01,34003.99,15407.27,32063.15,128018.27,160081.42,2014,,San Francisco,FT,male
125763,125764,program specialist,82589.02,0,15,31916.13,82604.02,114520.15,2014,,San Francisco,FT,male
116339,116340,electronic maintenance tech,104847.61,27672.9,290,36886.9,132810.51,169697.41,2014,,San Francisco,FT,male
113160,113161,police officer 3,118898.02,23043.87,20928.14,38837.62,162870.03,201707.65,2014,,San Francisco,FT,male
132608,132609,custodial assistant supervisor,60175.02,1660.7,573.78,27139.93,62409.5,89549.43,2014,,San Francisco,FT,male
113453,113454,eng/arch/landscape arch sr,151730.01,0,0,46271.62,151730.01,198001.63,2014,,San Francisco,FT,male
119135,119136,electrical inspector,109163,0,2183.24,37645.93,111346.24,148992.17,2014,,San Francisco,FT,male
112571,112572,sergeant 3,137982.14,14136.39,15459.42,43937.09,167577.95,211515.04,2014,,San Francisco,FT,male
132922,132923,parking control officer,47311.43,10171.06,5254.09,25850.68,62736.58,88587.26,2014,,San Francisco,FT,male
132327,132328,senior clerk,54166.8,8266.95,0,28186.13,62433.75,90619.88,2014,,San Francisco,FT,male
115129,115130,engineer,131133.24,0,5352.22,43021.95,136485.46,179507.41,2014,,San Francisco,FT,male
132182,132183,recreation coordinator,62936.49,0,479.48,27725.92,63415.97,91141.89,2014,,San Francisco,FT,male
123390,123391,construction inspector,90678.91,1048.04,0,33689.5,91726.95,125416.45,2014,,San Francisco,FT,male
119666,119667,deputy sheriff,92384.5,4711.6,12202.46,36142.43,109298.56,145440.99,2014,,San Francisco,FT,male
115899,115900,engineer,131071.02,0,0,41858.98,131071.02,172930,2014,,San Francisco,FT,male
129332,129333,child support officer ii,72239.44,0,595.36,29163.06,72834.8,101997.86,2014,,San Francisco,FT,male
117243,117244,engineer,122559.01,0,0,40049.73,122559.01,162608.74,2014,,San Francisco,FT,male
133049,133050,hsa sr eligibility worker,60194.86,0,283,27693.2,60477.86,88171.06,2014,,San Francisco,FT,male
121341,121342,electrical transit system mech,81830,11786,8069.57,33516.01,101685.57,135201.58,2014,,San Francisco,FT,male
111613,111614,senior deputy sheriff,104411,74959.03,15684.62,39085.41,195054.65,234140.06,2014,,San Francisco,FT,male
133153,133154,custodian,51976.8,2661.63,4500.33,28734.58,59138.76,87873.34,2014,,San Francisco,FT,male
133473,133474,community police services aide,55007.03,467.83,3458.25,28201.9,58933.11,87135.01,2014,,San Francisco,FT,male
110613,110614,manager viii,231435.01,0,0,71499.66,231435.01,302934.67,2014,,San Francisco,FT,male
121887,121888,transit operator,65773.39,23141.2,7629.72,36254.36,96544.31,132798.67,2014,,San Francisco,FT,male
114253,114254,police officer,112164.19,33726.72,4517.52,37437.98,150408.43,187846.41,2014,,San Francisco,FT,male
112024,112025,"lieutenant, fire suppression",128141.01,37924.1,11440.32,45689.12,177505.43,223194.55,2014,,San Francisco,FT,male
125152,125153,administrative analyst,84659,0,0,32365.16,84659,117024.16,2014,,San Francisco,FT,male
130602,130603,hsa sr eligibility worker,67980.13,0,312,28747.38,68292.13,97039.51,2014,,San Francisco,FT,male
126741,126742,painter,77175,0,2223,31215.39,79398,110613.39,2014,,San Francisco,FT,male
114933,114934,police officer 2,116584,5911.55,20087.93,38749.32,142583.48,181332.8,2014,,San Francisco,FT,male
113536,113537,firefighter,104145.22,31813.27,16983.62,43983.38,152942.11,196925.49,2014,,San Francisco,FT,male
122063,122064,engineering associate 2,93156.01,4670.75,0,34222.04,97826.76,132048.8,2014,,San Francisco,FT,male
125094,125095,transit operator,65122.91,8910.31,7355.04,35841.59,81388.26,117229.85,2014,,San Francisco,FT,male
113822,113823,registered nurse,129099.51,5270.72,19537.99,39369.64,153908.22,193277.86,2014,,San Francisco,FT,male
135206,135207,lighting fixture maint worker,54593,0,228,25844.47,54821,80665.47,2014,,San Francisco,FT,male
131769,131770,general laborer,61818.01,2114.17,1116.67,27617.34,65048.85,92666.19,2014,,San Francisco,FT,male
121827,121828,electrician,94305.02,1644,2218,34958.52,98167.02,133125.54,2014,,San Francisco,FT,male
127468,127469,transit supervisor,69050.4,4820.49,3204.41,31148.93,77075.3,108224.23,2014,,San Francisco,FT,male
135999,136000,food service worker,48515.4,594.3,624,26297.38,49733.7,76031.08,2014,,San Francisco,FT,
131651,131652,senior account clerk,65055.03,0,0,28080.84,65055.03,93135.87,2014,,San Francisco,FT,
118018,118019,airport safety officer,85887.05,29301.28,6874.63,34133.15,122062.96,156196.11,2014,,San Francisco,FT,
121550,121551,senior administrative analyst,98753.05,0,0,35445.1,98753.05,134198.15,2014,,San Francisco,FT,
119606,119607,firefighter,86104.77,16723.03,6059.01,36891.6,108886.81,145778.41,2014,,San Francisco,FT,male
136021,136022,legal process clerk,49142.03,0,0,26783.78,49142.03,75925.81,2014,,San Francisco,FT,male
110718,110719,"capt,fire prev or fire invsgtn",168064,49590.23,10772.84,51029.53,228427.07,279456.6,2014,,San Francisco,FT,male
116928,116929,police officer 3,116609.16,7454.56,3212.71,37984.91,127276.43,165261.34,2014,,San Francisco,FT,male
126729,126730,health educator,79341.31,0,0,31308.75,79341.31,110650.06,2014,,San Francisco,FT,female
117041,117042,manager i,116762.09,0,0,47515.31,116762.09,164277.4,2014,,San Francisco,FT,
112885,112886,attorney (civil/criminal),157464.4,0,1312.5,47779.23,158776.9,206556.13,2014,,San Francisco,FT,
110893,110894,assistant chief attorney 1,201296.07,0,3126,57537.22,204422.07,261959.29,2014,,San Francisco,FT,
114296,114297,registered nurse,129115,7426.89,13427.37,37338.81,149969.26,187308.07,2014,,San Francisco,FT,
134922,134923,hsa sr eligibility worker,51515.01,3259.76,760,26206.42,55534.77,81741.19,2014,,San Francisco,FT,
119941,119942,electric motor repairer,81810.43,26575.82,2840,32361.12,111226.25,143587.37,2014,,San Francisco,FT,male
122971,122972,transit supervisor,82121.44,9691.82,3483.44,32314.74,95296.7,127611.44,2014,,San Francisco,FT,male
127005,127006,transit fare inspector,64482,5087.49,5658.38,34406.65,75227.87,109634.52,2014,,San Francisco,FT,male
113760,113761,sheriff's lieutenant,130499,6210.89,13422.82,44019.86,150132.71,194152.57,2014,,San Francisco,FT,male
113099,113100,sergeant 3,137982.11,10075.06,11817.64,42813.45,159874.81,202688.26,2014,,San Francisco,FT,male
121204,121205,deputy sheriff,94191.01,4254.43,2833.58,34712.43,101279.02,135991.45,2014,,San Francisco,FT,male
128000,128001,switch repairer,66190.04,9196.76,2317.31,28835.62,77704.11,106539.73,2014,,San Francisco,FT,male
135543,135544,custodian,50571.17,1007.56,2875.51,24493.39,54454.24,78947.63,2014,,San Francisco,FT,male
122151,122152,public relations officer,95398.23,0,1100,34965.17,96498.23,131463.4,2014,,San Francisco,FT,male
120023,120024,pr administrative analyst,106185,0,0,36826.85,106185,143011.85,2014,,San Francisco,FT,male
125315,125316,transit operator,61095.79,21111.36,1929.31,32139.45,84136.46,116275.91,2014,,San Francisco,FT,male
133800,133801,custodian,54703,0,4496.33,26800.47,59199.33,85999.8,2014,,San Francisco,FT,male
135298,135299,clerk,52362,0,624,27264.42,52986,80250.42,2014,,San Francisco,FT,male
126984,126985,transit operator,66834.22,4783,2184.92,35943.99,73802.14,109746.13,2014,,San Francisco,FT,male
127654,127655,eligibility worker supervisor,75937.41,293.6,157.76,31192.15,76388.77,107580.92,2014,,San Francisco,FT,
125986,125987,psychiatric social worker,90185,0,624,22825.99,90809,113634.99,2014,,San Francisco,FT,
130897,130898,health worker 3,65055.01,1884.9,624,28217.18,67563.91,95781.09,2014,,San Francisco,FT,
137677,137678,publ svc aide-asst to prof,36537.04,0,640,23640.42,37177.04,60817.46,2014,,San Francisco,FT,female
132491,132492,bldg & grounds patrol officer,61036.04,295.94,1172.21,27457.1,62504.19,89961.29,2014,,San Francisco,FT,female
124003,124004,asst engr,88408.5,0,0,34069.19,88408.5,122477.69,2014,,San Francisco,FT,male
126103,126104,transit supervisor,69927.91,9005.88,1755.76,32435.44,80689.55,113124.99,2014,,San Francisco,FT,
136739,136740,clerk,44583.81,244.13,0,25590.87,44827.94,70418.81,2014,,San Francisco,FT,male
118334,118335,chemist iii,115450.01,0,0,38522.46,115450.01,153972.47,2014,,San Francisco,FT,male
135286,135287,clerk,52362.1,0,624,27264.49,52986.1,80250.59,2014,,San Francisco,FT,male
131689,131690,patient care assistant,44954.85,16788.55,4429.77,26845.15,66173.17,93018.32,2014,,San Francisco,FT,male
135355,135356,food service worker,48497.2,4021.49,1058.68,26399.09,53577.37,79976.46,2014,,San Francisco,FT,male
134308,134309,clerk,52362,0,3633.96,28025.67,55995.96,84021.63,2014,,San Francisco,FT,male
124948,124949,environmental spec,85321.01,0,0,32510.96,85321.01,117831.97,2014,,San Francisco,FT,male
112881,112882,electronic maintenance tech,104451,52765.17,10445.1,38973.23,167661.27,206634.5,2014,,San Francisco,FT,male
115944,115945,attorney (civil/criminal),129477,0,1312.5,41944.1,130789.5,172733.6,2014,,San Francisco,FT,male
127592,127593,transit supervisor,71732.48,2986.31,2826.1,30220.77,77544.89,107765.66,2014,,San Francisco,FT,male
122489,122490,assistant const inspector,81960.31,12453.71,2933.71,32318.47,97347.73,129666.2,2014,,San Francisco,FT,male
116165,116166,senior plumbing inspector,120350.03,2738.06,6897.55,41042.94,129985.64,171028.58,2014,,San Francisco,FT,male
117897,117898,transit operator,66475.97,48211.03,6425.48,36264.31,121112.48,157376.79,2014,,San Francisco,FT,male
127215,127216,hsa sr eligibility worker,74587.03,1671.28,2164,30637.05,78422.31,109059.36,2014,,San Francisco,FT,male
126395,126396,senior administrative analyst,79848.02,0,0,32119.47,79848.02,111967.49,2014,,San Francisco,FT,male
123775,123776,transit operator,62992.18,25663.1,1151.62,33791.21,89806.9,123598.11,2014,,San Francisco,FT,male
120092,120093,airport safety officer,85887.02,22175.08,1506.83,32959.07,109568.93,142528,2014,,San Francisco,FT,male
115482,115483,manager ii,126746.25,0,0,49647.91,126746.25,176394.16,2014,,San Francisco,FT,male
118893,118894,deputy sheriff,94191,9788.61,10235.22,36650.87,114214.83,150865.7,2014,,San Francisco,FT,male
121850,121851,sprv adult probation ofc,99693.02,0,0,33330.87,99693.02,133023.89,2014,,San Francisco,FT,male
112925,112926,sergeant 3,136655.34,10392.2,16101.82,42490,163149.36,205639.36,2014,,San Francisco,FT,male
136621,136622,clerk,44419.81,1620.61,0,25562.27,46040.42,71602.69,2014,,San Francisco,FT,male
